,Player,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,Pick
444,Terance Mann,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.8,1.2,-1.6,0.001,SG,23,LAC,41,6.0,8.8,0.9,1.9,0.468,0.2,0.5,0.35,0.7,1.4,0.508,0.513,0.4,0.7,0.667,1.3,1.3,0.3,0.1,0.4,1.1,2.4,1000000,48
445,Terence Davis,13.8,0.588,0.555,0.135,4.5,16.0,10.3,14.2,1.5,1.1,14.1,19.0,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,SG,22,TOR,72,4.0,16.8,2.8,6.1,0.456,1.3,3.4,0.388,1.5,2.7,0.541,0.564,0.7,0.8,0.864,3.3,1.6,0.5,0.2,1.1,1.7,7.5,898310,61
446,Terrance Ferguson,3.7,0.481,0.764,0.091,2.1,4.4,3.3,5.3,1.0,1.2,11.9,9.1,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,SF,21,OKC,56,38.0,22.4,1.4,3.9,0.355,0.9,3.0,0.292,0.5,0.9,0.558,0.466,0.3,0.4,0.75,1.3,0.9,0.5,0.3,0.6,2.8,3.9,2475840,21
447,Terrence Ross,14.0,0.548,0.596,0.217,0.7,12.3,6.3,6.8,2.0,1.1,7.0,22.8,1.1,2.0,3.0,0.077,-0.1,-0.3,-0.4,0.8,SG,28,ORL,69,0.001,27.4,4.9,12.3,0.403,2.6,7.3,0.351,2.4,5.0,0.48,0.508,2.3,2.7,0.853,3.2,1.2,1.1,0.3,1.0,1.6,14.7,12500000,8
448,Terry Rozier,14.8,0.553,0.45,0.202,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,0.066,0.8,-1.2,-0.4,0.8,PG,25,CHO,63,63.0,34.3,6.3,14.9,0.423,2.7,6.7,0.407,3.6,8.2,0.436,0.514,2.6,3.0,0.874,4.4,4.1,1.0,0.2,2.2,2.0,18.0,19894737,16
449,Thabo Sefolosha,9.4,0.487,0.593,0.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,0.001,0.6,0.7,0.072,-2.9,1.6,-1.2,0.1,PF,35,HOU,41,0.001,10.6,0.9,2.2,0.407,0.4,1.3,0.278,0.5,0.9,0.595,0.489,0.1,0.2,0.375,2.3,0.6,0.6,0.3,0.4,1.0,2.2,2564753,13
450,Thaddeus Young,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3,PF,31,CHI,64,16.0,24.9,4.2,9.4,0.448,1.2,3.5,0.356,3.0,5.9,0.501,0.513,0.7,1.1,0.583,4.9,1.8,1.4,0.4,1.6,2.1,10.3,12900000,12
451,Thanasis Antetokounmpo,12.2,0.496,0.208,0.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,-0.1,0.2,0.2,0.07,-4.6,1.4,-3.2,0.001,SF,27,MIL,20,2.0,6.5,1.2,2.4,0.5,0.001,0.5,0.001,1.2,1.9,0.632,0.5,0.4,0.9,0.412,1.2,0.8,0.4,0.1,0.6,0.9,2.8,1445697,51
452,Theo Pinson,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1.0,0.4,-0.6,-0.078,-6.8,-0.2,-7.0,-0.5,SG,24,BRK,33,0.001,11.1,1.4,4.7,0.29,0.5,2.4,0.188,0.9,2.3,0.4,0.339,0.5,0.5,0.938,1.6,1.7,0.5,0.1,1.0,1.1,3.6,1445697,61
453,Thomas Bryant,21.1,0.649,0.218,0.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2,C,22,WAS,46,36.0,24.9,5.3,9.1,0.581,0.8,2.0,0.407,4.5,7.1,0.63,0.626,1.9,2.5,0.741,7.2,1.8,0.5,1.1,1.2,2.2,13.2,8000000,42
454,Thon Maker,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,C,22,DET,60,14.0,12.9,1.6,3.2,0.482,0.4,1.1,0.344,1.2,2.2,0.55,0.539,1.2,1.8,0.664,2.8,0.7,0.4,0.7,0.8,1.7,4.7,3569643,10
455,Tim Hardaway,14.5,0.581,0.58,0.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,SG,27,DAL,71,58.0,29.5,5.4,12.5,0.434,2.9,7.2,0.398,2.5,5.2,0.485,0.55,2.1,2.6,0.819,3.3,1.9,0.6,0.1,1.0,1.8,15.8,20025127,14
456,Tim Hardaway,14.5,0.581,0.58,0.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,SG,27,DAL,71,58.0,29.5,5.4,12.5,0.434,2.9,7.2,0.398,2.5,5.2,0.485,0.55,2.1,2.6,0.819,3.3,1.9,0.6,0.1,1.0,1.8,15.8,20025127,24
457,Tobias Harris,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8,PF,27,PHI,72,72.0,34.3,7.7,16.3,0.471,1.8,5.0,0.367,5.9,11.3,0.517,0.527,2.4,3.0,0.806,6.9,3.2,0.7,0.6,1.4,2.3,19.6,32742000,19
458,Tomas Satoransky,13.5,0.533,0.361,0.22,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.3,0.3,PG,28,CHI,65,64.0,28.9,3.6,8.5,0.43,1.0,3.1,0.322,2.7,5.4,0.491,0.488,1.6,1.9,0.876,3.9,5.4,1.2,0.1,2.0,2.1,9.9,10000000,32
459,Tony Bradley,21.7,0.681,0.016,0.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1.0,0.3,1.3,0.6,C,22,UTA,58,3.0,11.4,2.2,3.3,0.667,0.1,0.1,1.0,2.1,3.2,0.661,0.675,0.5,0.8,0.652,4.6,0.4,0.2,0.6,0.5,2.0,4.9,1962360,28
460,Tony Snell,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.2,-0.6,-1.8,0.1,SF,28,DET,59,57.0,27.8,2.9,6.5,0.445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,1.9,2.2,0.5,0.3,0.5,1.7,8.0,11392857,20
461,Torrey Craig,10.8,0.553,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,1.1,0.9,2.0,0.091,-2.0,-0.3,-2.3,-0.1,SF,29,DEN,58,27.0,18.5,2.1,4.6,0.461,0.8,2.4,0.326,1.4,2.3,0.603,0.545,0.4,0.6,0.611,3.3,0.8,0.4,0.6,0.4,2.3,5.4,2000000,61
462,Trae Young,23.9,0.595,0.455,0.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.3,0.6,5.9,0.133,6.2,-2.3,3.9,3.1,PG,21,ATL,60,60.0,35.3,9.1,20.8,0.437,3.4,9.5,0.361,5.7,11.4,0.501,0.519,8.0,9.3,0.86,4.3,9.3,1.1,0.1,4.8,1.7,29.6,6273000,5
463,Tremont Waters,4.3,0.381,0.49,0.163,0.001,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1.0,-7.5,-0.2,PG,22,BOS,11,1.0,10.8,1.3,4.5,0.286,0.4,2.2,0.167,0.9,2.3,0.4,0.327,0.7,0.7,1.0,1.1,1.5,0.9,0.2,1.4,1.2,3.6,79568,51
464,Treveon Graham,6.6,0.456,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,-0.2,0.4,0.2,0.009,-4.5,-1.0,-5.6,-0.8,SG,26,TOT,55,20.0,16.9,1.6,4.4,0.36,0.6,2.2,0.275,1.0,2.2,0.443,0.428,0.7,1.0,0.643,2.7,0.8,0.4,0.1,0.5,1.9,4.4,1645357,61
465,Trevor Ariza,9.4,0.543,0.739,0.164,2.9,18.2,10.4,8.3,2.1,0.8,13.7,11.2,0.3,0.8,1.1,0.066,-1.9,1.3,-0.7,0.3,SF,34,SAC,32,0.001,24.7,2.0,5.2,0.388,1.3,3.8,0.352,0.7,1.3,0.488,0.518,0.7,0.8,0.778,4.6,1.6,1.1,0.2,0.9,2.0,6.0,12200000,43
466,Trey Burke,16.0,0.553,0.451,0.134,0.6,7.6,4.1,23.2,2.3,0.4,9.4,21.4,0.3,0.2,0.5,0.117,1.0,-0.8,0.2,0.1,PG,27,DAL,8,1.0,23.9,4.4,10.3,0.427,2.0,4.6,0.432,2.4,5.6,0.422,0.524,1.3,1.4,0.909,1.9,3.8,1.1,0.1,1.1,1.5,12.0,229220,9
467,Trey Lyles,12.6,0.557,0.49,0.131,6.0,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1.0,2.2,0.083,-0.5,-0.7,-1.2,0.3,PF,24,SAS,63,53.0,20.2,2.4,5.4,0.446,1.0,2.7,0.387,1.4,2.8,0.503,0.541,0.5,0.7,0.733,5.7,1.1,0.4,0.4,0.6,1.6,6.4,5500000,12
468,Tristan Thompson,16.8,0.54,0.041,0.286,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.3,-1.3,-1.5,0.2,C,28,CLE,57,51.0,30.2,5.1,9.9,0.512,0.2,0.4,0.391,4.9,9.5,0.518,0.52,1.7,2.8,0.615,10.1,2.1,0.6,0.9,1.8,2.2,12.0,18539130,4
469,Troy Brown,13.7,0.524,0.288,0.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,1.3,1.2,2.4,0.065,-0.8,-0.4,-1.3,0.3,SG,20,WAS,69,22.0,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2.0,0.784,5.6,2.6,1.2,0.1,1.1,1.9,10.4,3219480,45
470,Troy Brown,13.7,0.524,0.288,0.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,1.3,1.2,2.4,0.065,-0.8,-0.4,-1.3,0.3,SG,20,WAS,69,22.0,25.8,4.0,9.0,0.439,0.9,2.6,0.341,3.1,6.4,0.479,0.488,1.6,2.0,0.784,5.6,2.6,1.2,0.1,1.1,1.9,10.4,3219480,15
471,Troy Daniels,8.4,0.518,0.71,0.086,2.5,8.2,5.4,4.3,1.0,0.5,5.9,16.3,0.1,0.5,0.6,0.056,-1.7,-1.2,-2.9,-0.1,SG,28,TOT,47,0.001,11.3,1.5,4.0,0.387,1.0,2.8,0.348,0.6,1.1,0.481,0.511,0.2,0.3,0.625,1.1,0.4,0.2,0.1,0.3,0.8,4.3,458439,61
472,Ty Jerome,7.9,0.425,0.442,0.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,-0.3,0.3,0.001,-0.003,-4.0,0.1,-3.8,-0.2,PG,22,PHO,31,0.001,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2.0,0.381,0.398,0.4,0.5,0.75,1.5,1.4,0.5,0.1,0.6,0.9,3.3,2193480,24
473,Tyler Cook,19.4,0.741,0.001,0.667,12.3,16.6,14.4,2.9,2.7,0.001,16.2,14.7,0.2,0.001,0.2,0.182,0.3,-0.7,-0.4,0.001,PF,22,TOT,13,0.001,4.2,0.6,0.9,0.667,0.001,0.001,0.3415,0.6,0.9,0.667,0.667,0.5,0.6,0.875,1.1,0.1,0.2,0.001,0.2,0.4,1.8,79568,61
474,Tyler Herro,12.5,0.55,0.472,0.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,0.2,1.3,1.6,0.05,-0.4,-1.2,-1.6,0.1,SG,20,MIA,55,8.0,27.4,4.9,11.5,0.428,2.1,5.4,0.389,2.8,6.1,0.462,0.52,1.6,1.8,0.87,4.1,2.2,0.6,0.2,1.6,1.4,13.5,3640200,13
475,Tyler Johnson,8.1,0.481,0.485,0.187,2.1,9.2,5.6,13.3,1.1,1.4,11.5,17.3,-0.2,0.3,0.2,0.014,-3.0,-0.6,-3.6,-0.2,SG,27,PHO,31,3.0,16.6,2.1,5.5,0.38,0.8,2.7,0.289,1.3,2.8,0.466,0.45,0.8,1.0,0.75,1.7,1.6,0.4,0.3,0.8,1.4,5.7,183115,61
476,Tyler Zeller,22.4,0.25,0.001,0.001,80.9,26.9,53.9,0.001,0.001,0.001,0.001,43.2,0.001,0.001,0.001,-0.075,-0.3,-22.1,-22.4,0.001,C,30,SAS,2,0.001,2.0,0.5,2.0,0.25,0.001,0.001,0.3415,0.5,2.0,0.25,0.25,0.001,0.001,0.7735000000000001,2.0,0.001,0.001,0.001,0.001,0.001,1.0,245686,17
477,Tyson Chandler,10.8,0.717,0.001,0.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0.001,C,37,HOU,26,5.0,8.4,0.5,0.7,0.778,0.001,0.001,0.3415,0.5,0.7,0.778,0.778,0.2,0.5,0.462,2.5,0.2,0.2,0.3,0.3,1.2,1.3,2564753,2
478,Tyus Jones,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,1.9,1.1,3.0,0.117,0.4,0.2,0.6,0.8,PG,23,MEM,65,6.0,19.0,3.0,6.6,0.459,0.7,1.9,0.379,2.3,4.7,0.492,0.514,0.7,0.9,0.741,1.6,4.4,0.9,0.1,0.8,0.7,7.4,10116000,24
479,Udonis Haslem,6.5,0.47,0.273,0.364,2.6,36.7,20.3,3.2,0.001,0.001,7.3,13.8,0.001,0.1,0.001,0.041,-6.1,-1.4,-7.6,-0.1,PF,39,MIA,4,1.0,11.0,1.0,2.8,0.364,0.3,0.8,0.333,0.8,2.0,0.375,0.409,0.8,1.0,0.75,4.0,0.3,0.001,0.001,0.3,1.5,3.0,2564753,61
480,Vic Law,3.7,0.363,0.389,0.333,3.4,16.2,9.6,6.7,1.6,0.001,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.1,-2.5,-9.6,-0.1,SF,24,ORL,8,0.001,7.8,0.8,2.3,0.333,0.1,0.9,0.143,0.6,1.4,0.455,0.361,0.3,0.8,0.333,1.4,0.4,0.3,0.001,0.3,0.8,1.9,79568,61
481,Victor Oladipo,11.3,0.506,0.423,0.24,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,-0.6,0.6,0.001,0.002,-2.2,-1.1,-3.3,-0.2,SG,27,IND,19,16.0,27.8,5.1,12.9,0.394,1.7,5.5,0.317,3.4,7.5,0.451,0.461,2.5,3.1,0.814,3.9,2.9,0.9,0.2,2.5,1.9,14.5,21000000,2
482,Vince Carter,7.5,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011,-3.1,-1.2,-4.3,-0.5,SF,43,ATL,60,0.001,14.6,1.8,5.1,0.352,1.0,3.4,0.302,0.8,1.7,0.451,0.452,0.4,0.5,0.793,2.1,0.8,0.4,0.4,0.6,1.5,5.0,2564753,5
483,Vincent Poirier,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17.0,15.4,0.1,0.2,0.3,0.113,-4.8,1.0,-3.8,-0.1,C,26,BOS,22,0.001,5.9,0.8,1.6,0.472,0.001,0.1,0.5,0.7,1.5,0.471,0.486,0.3,0.3,0.857,2.0,0.4,0.1,0.4,0.4,1.1,1.9,2505793,61
484,Vlatko Cancar,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.001,0.001,0.1,0.062,-3.4,-1.2,-4.6,0.001,SF,22,DEN,14,0.001,3.2,0.4,1.1,0.4,0.1,0.4,0.167,0.4,0.6,0.556,0.433,0.3,0.3,1.0,0.7,0.2,0.1,0.1,0.2,0.5,1.2,898310,49
485,Wayne Ellington,8.5,0.509,0.822,0.075,0.7,12.0,6.2,11.0,1.1,0.7,9.1,15.0,0.2,0.2,0.4,0.035,-1.9,-0.9,-2.9,-0.1,SG,32,NYK,36,1.0,15.5,1.7,4.8,0.351,1.4,4.0,0.35,0.3,0.9,0.355,0.494,0.3,0.4,0.846,1.8,1.2,0.4,0.1,0.5,1.1,5.1,8000000,28
486,Wendell Carter,15.5,0.59,0.085,0.443,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1,C,20,CHI,43,43.0,29.2,4.3,8.0,0.534,0.1,0.7,0.207,4.1,7.3,0.564,0.542,2.6,3.5,0.737,9.4,1.2,0.8,0.8,1.7,3.8,11.3,5201400,7
487,Wenyen Gabriel,10.3,0.606,0.387,0.387,10.3,14.9,12.6,3.6,2.2,2.5,23.3,11.5,0.1,0.1,0.3,0.075,-3.5,-0.3,-3.8,-0.1,PF,22,POR,19,1.0,9.2,0.8,1.6,0.484,0.3,0.6,0.417,0.5,1.0,0.526,0.565,0.5,0.6,0.75,2.2,0.3,0.4,0.3,0.6,1.7,2.3,1445697,61
488,Wesley Iwundu,10.3,0.544,0.352,0.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,0.8,0.8,1.7,0.084,-2.7,0.001,-2.6,-0.2,SF,25,ORL,52,21.0,18.3,1.9,4.5,0.416,0.5,1.6,0.341,1.3,2.9,0.457,0.476,1.5,1.9,0.804,2.5,1.2,0.5,0.3,0.5,1.5,5.8,1618520,33
489,Wesley Matthews,8.1,0.547,0.704,0.161,1.4,8.2,5.0,7.1,1.1,0.5,8.7,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,SG,33,MIL,67,67.0,24.4,2.5,6.3,0.396,1.6,4.4,0.364,0.9,1.9,0.472,0.524,0.8,1.0,0.765,2.5,1.4,0.6,0.1,0.6,1.5,7.4,2564753,61
490,Will Barton,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,2.4,1.8,4.2,0.106,1.2,-0.2,1.1,1.5,SF,29,DEN,58,58.0,33.0,5.7,12.7,0.45,1.9,5.0,0.375,3.9,7.8,0.498,0.523,1.8,2.3,0.767,6.3,3.7,1.1,0.5,1.5,2.1,15.1,12776786,40
491,William Howard,-12.7,0.001,1.0,0.001,0.001,16.3,8.1,9.1,0.001,0.001,20.0,15.9,-0.1,0.001,-0.1,-0.357,-14.2,-5.4,-19.6,-0.1,PF,26,HOU,2,0.001,6.5,0.001,2.0,0.001,0.001,2.0,0.001,0.001,0.001,0.51,0.001,0.001,0.001,0.7735000000000001,1.0,0.5,0.001,0.001,0.5,0.5,0.001,79568,61
492,Willie CauleyStein,16.2,0.573,0.001,0.222,7.9,22.0,14.7,9.9,2.3,4.8,11.0,14.4,1.0,1.2,2.2,0.113,-1.6,1.6,0.001,0.5,C,26,GSW,41,37.0,22.9,3.5,6.3,0.56,0.001,0.001,0.3415,3.5,6.3,0.56,0.56,0.9,1.4,0.614,6.2,1.5,1.1,1.2,0.9,2.5,7.9,2177483,6
493,Willy Hernangomez,19.2,0.576,0.158,0.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.4,0.4,0.8,0.107,0.6,-0.5,0.1,0.2,C,25,CHO,31,0.001,12.1,2.4,4.5,0.532,0.2,0.7,0.227,2.2,3.8,0.59,0.55,1.2,1.9,0.627,4.3,0.9,0.3,0.2,1.0,1.0,6.1,1676735,35
494,Wilson Chandler,7.4,0.531,0.661,0.126,1.6,18.5,10.2,7.3,1.0,1.4,15.0,12.9,-0.1,0.9,0.7,0.046,-3.8,1.0,-2.7,-0.1,SF,32,BRK,35,3.0,21.0,2.1,5.2,0.404,1.1,3.5,0.306,1.1,1.8,0.597,0.505,0.6,0.7,0.87,4.1,1.1,0.5,0.3,1.0,2.3,5.9,2564753,23
495,Yogi Ferrell,12.2,0.528,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,0.3,0.3,0.7,0.06,-1.5,-0.3,-1.8,0.001,PG,26,SAC,50,0.001,10.6,1.6,3.8,0.42,0.5,1.6,0.304,1.1,2.2,0.505,0.484,0.7,0.8,0.857,1.0,1.4,0.4,0.1,0.6,0.8,4.4,3150000,61
496,Yuta Watanabe,11.2,0.48,0.235,0.235,7.2,12.8,10.0,6.4,2.2,0.8,5.1,15.7,0.001,0.1,0.1,0.065,-2.6,0.9,-1.8,0.001,SG,25,MEM,18,0.001,5.8,0.8,1.9,0.441,0.2,0.4,0.375,0.7,1.4,0.462,0.485,0.2,0.4,0.375,1.1,0.3,0.3,0.1,0.1,0.5,2.0,79568,61
497,Zach Collins,9.9,0.538,0.279,0.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,0.2,0.1,0.3,0.052,-1.7,-1.4,-3.1,-0.1,PF,22,POR,11,11.0,26.4,2.9,6.2,0.471,0.6,1.7,0.368,2.3,4.5,0.51,0.522,0.5,0.7,0.75,6.3,1.5,0.5,0.5,1.3,3.3,7.0,4240200,10
498,Zach LaVine,19.4,0.568,0.404,0.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,1.8,2.2,4.0,0.091,3.2,-0.8,2.4,2.4,SG,24,CHI,60,60.0,34.8,9.0,20.0,0.45,3.1,8.1,0.38,5.9,11.9,0.497,0.526,4.5,5.6,0.802,4.8,4.2,1.5,0.5,3.4,2.2,25.5,19500000,13
499,Zhaire Smith,1.1,0.313,0.273,0.364,0.001,6.9,3.5,8.2,4.5,0.001,13.6,19.9,-0.1,0.1,-0.1,-0.12,-10.8,0.8,-10.0,-0.1,SG,20,PHI,7,0.001,4.6,0.4,1.6,0.273,0.001,0.4,0.001,0.4,1.1,0.375,0.273,0.3,0.6,0.5,0.3,0.3,0.4,0.001,0.3,0.6,1.1,3058800,16
500,Zion Williamson,24.1,0.616,0.039,0.494,10.1,13.7,11.9,13.3,1.1,1.1,11.9,30.5,1.5,0.4,2.0,0.141,3.5,-1.4,2.1,0.7,PF,19,NOP,24,24.0,27.8,8.8,15.0,0.583,0.3,0.6,0.429,8.5,14.4,0.59,0.592,4.8,7.4,0.64,6.3,2.1,0.7,0.4,2.5,1.8,22.5,9757440,1
501,Zylan Cheatham,6.7,0.667,0.111,0.001,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,0.001,0.001,0.001,0.034,-6.5,-0.6,-7.1,-0.1,SF,24,NOP,4,0.001,12.8,1.5,2.3,0.667,0.001,0.3,0.001,1.5,2.0,0.75,0.667,0.001,0.001,0.7735000000000001,2.3,0.8,0.3,0.3,1.0,2.5,3.0,79568,61
